year,state,disability,total_6to21,aian5,api5,black5,hisp5,white5,total_ethnicity5,hisp7,aian7,asian7,black7,nhpi7,white7,tworace7,total_ethnicity7,Ethnicity,el_yes,el_no
2010,Wisconsin,Traumatic brain injury,393,NA,NA,NA,NA,NA,NA,39,NA,NA,78,0,246,13,393,NA,NA,NA
2010,Wisconsin,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,0,NA,NA,NA,NA
2010,Wisconsin,All disabilities,108643,NA,NA,NA,NA,NA,NA,9960,2318,2446,17294,50,74918,1657,108643,NA,NA,NA
2011,Wisconsin,Intellectual disabilities,8871,NA,NA,NA,NA,NA,NA,871,160,252,1937,NA,5543,NA,8871,NA,NA,NA
2011,Wisconsin,Hearing impairments,1492,NA,NA,NA,NA,NA,NA,164,NA,104,120,NA,1054,27,1492,NA,NA,NA
2011,Wisconsin,Speech or language impairments,21923,NA,NA,NA,NA,NA,NA,2436,401,730,1900,12,16036,408,21923,NA,NA,NA
2011,Wisconsin,Visual impairments,412,NA,NA,NA,NA,NA,NA,37,NA,14,29,0,325,NA,412,NA,NA,NA
2011,Wisconsin,Emotional disturbance,12656,NA,NA,NA,NA,NA,NA,777,501,67,2422,5,8492,392,12656,NA,NA,NA
2011,Wisconsin,Orthopedic impairments,841,NA,NA,NA,NA,NA,NA,74,14,26,105,0,607,15,841,NA,NA,NA
2011,Wisconsin,Other health impairments,18226,NA,NA,NA,NA,NA,NA,1649,282,190,5009,6,10752,338,18226,NA,NA,NA
2011,Wisconsin,Specific learning disabilities,34721,NA,NA,NA,NA,NA,NA,3907,757,840,4842,NA,23786,569,NA,NA,NA,NA
2011,Wisconsin,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA
2011,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Wisconsin,Autism,8154,NA,NA,NA,NA,NA,NA,516,122,216,557,6,6617,120,8154,NA,NA,NA
2011,Wisconsin,Traumatic brain injury,359,NA,NA,NA,NA,NA,NA,41,NA,NA,71,NA,217,15,NA,NA,NA,NA
2011,Wisconsin,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA
2011,Wisconsin,All disabilities,107719,NA,NA,NA,NA,NA,NA,10483,2269,2450,17005,55,73462,1995,107719,NA,NA,NA
2012,Wisconsin,All Disabilities,106962,NA,NA,NA,NA,NA,NA,11071,2164,2450,16904,64,71932,2377,NA,NA,6637,100325
2012,Wisconsin,Autism,8812,NA,NA,NA,NA,NA,NA,617,138,231,603,5,7060,158,NA,NA,NA,NA
2012,Wisconsin,Deaf-blindness,3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,0,NA,NA,NA,NA
2012,Wisconsin,Developmental delay (valid only for children ages 3-9 when defined by state),70,NA,NA,NA,NA,NA,NA,15,2,2,10,0,41,0,NA,NA,NA,NA
2012,Wisconsin,Emotional disturbance,12427,NA,NA,NA,NA,NA,NA,818,422,69,2454,7,8192,465,NA,NA,NA,NA
2012,Wisconsin,Hearing impairment,1498,NA,NA,NA,NA,NA,NA,184,23,105,104,2,1047,33,NA,NA,NA,NA
2012,Wisconsin,Intellectual disability,8603,NA,NA,NA,NA,NA,NA,879,146,237,1897,2,5310,132,NA,NA,NA,NA
2012,Wisconsin,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Wisconsin,Orthopedic impairment,819,NA,NA,NA,NA,NA,NA,76,11,25,100,0,589,18,NA,NA,NA,NA
2012,Wisconsin,Other health impairment,19137,NA,NA,NA,NA,NA,NA,1867,285,209,5180,11,11171,414,NA,NA,NA,NA
2012,Wisconsin,Specific learning disability,33162,NA,NA,NA,NA,NA,NA,3976,723,821,4551,20,22441,630,NA,NA,NA,NA
2012,Wisconsin,Speech or language impairment,21647,NA,NA,NA,NA,NA,NA,2551,404,722,1904,16,15548,502,NA,NA,NA,NA
2012,Wisconsin,Traumatic brain injury,364,NA,NA,NA,NA,NA,NA,42,8,10,71,1,217,15,NA,NA,NA,NA
2012,Wisconsin,Visual impairment,420,NA,NA,NA,NA,NA,NA,45,2,19,30,0,314,10,NA,NA,NA,NA
2013,Wisconsin,All Disabilities,106488,NA,NA,NA,NA,NA,NA,11481,2087,2435,16863,65,70893,2664,NA,NA,6803,99685
2013,Wisconsin,Autism,9361,NA,NA,NA,NA,NA,NA,701,146,265,647,7,7393,202,NA,NA,350,9011
2013,Wisconsin,Deaf-blindness,6,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,1,NA,NA,3,3
2013,Wisconsin,Developmental delay (valid only for children ages 3-9 when defined by state),74,NA,NA,NA,NA,NA,NA,10,2,2,17,0,39,4,NA,NA,8,66
2013,Wisconsin,Emotional disturbance,12336,NA,NA,NA,NA,NA,NA,834,383,81,2478,7,8055,498,NA,NA,227,12109
2013,Wisconsin,Hearing impairment,1533,NA,NA,NA,NA,NA,NA,193,23,106,111,2,1060,38,NA,NA,160,1373
2013,Wisconsin,Intellectual disability,8377,NA,NA,NA,NA,NA,NA,888,139,235,1824,2,5146,143,NA,NA,554,7823
2013,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Wisconsin,Orthopedic impairment,784,NA,NA,NA,NA,NA,NA,72,16,28,90,0,560,18,NA,NA,39,745
2013,Wisconsin,Other health impairment,19804,NA,NA,NA,NA,NA,NA,2024,303,215,5259,10,11504,489,NA,NA,855,18949
2013,Wisconsin,Specific learning disability,32008,NA,NA,NA,NA,NA,NA,4075,683,778,4447,17,21324,684,NA,NA,2717,29291
2013,Wisconsin,Speech or language impairment,21409,NA,NA,NA,NA,NA,NA,2604,377,697,1889,19,15261,562,NA,NA,1848,19561
2013,Wisconsin,Traumatic brain injury,348,NA,NA,NA,NA,NA,NA,36,10,8,66,1,212,15,NA,NA,11,337
2013,Wisconsin,Visual impairment,448,NA,NA,NA,NA,NA,NA,41,5,20,35,0,337,10,NA,NA,31,417
2014,Wisconsin,All Disabilities,104588,NA,NA,NA,NA,NA,NA,11855,1978,2446,15983,67,69300,2959,NA,NA,6868,97720
2014,Wisconsin,Autism,9880,NA,NA,NA,NA,NA,NA,811,158,290,671,11,7682,257,NA,NA,408,9472
2014,Wisconsin,Deaf-blindness,6,NA,NA,NA,NA,NA,NA,2,0,0,0,0,3,1,NA,NA,2,4
2014,Wisconsin,Developmental delay,103,NA,NA,NA,NA,NA,NA,21,2,3,21,0,54,2,NA,NA,8,95
2014,Wisconsin,Emotional disturbance,12083,NA,NA,NA,NA,NA,NA,891,348,81,2328,7,7834,594,NA,NA,231,11852
2014,Wisconsin,Hearing impairment,1522,NA,NA,NA,NA,NA,NA,194,21,103,107,2,1057,38,NA,NA,146,1376
2014,Wisconsin,Intellectual disability,8107,NA,NA,NA,NA,NA,NA,912,121,254,1735,3,4929,153,NA,NA,538,7569
2014,Wisconsin,Multiple disabilities,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Wisconsin,Orthopedic impairment,765,NA,NA,NA,NA,NA,NA,69,13,29,94,1,542,17,NA,NA,41,724
2014,Wisconsin,Other health impairment,20146,NA,NA,NA,NA,NA,NA,2190,316,230,5064,9,11783,554,NA,NA,910,19236
2014,Wisconsin,Specific learning disability,30112,NA,NA,NA,NA,NA,NA,3999,631,714,4128,16,19900,724,NA,NA,2612,27500
2014,Wisconsin,Speech or language impairment,21072,NA,NA,NA,NA,NA,NA,2682,359,712,1729,17,14978,595,NA,NA,1927,19145
2014,Wisconsin,Traumatic brain injury,349,NA,NA,NA,NA,NA,NA,39,6,9,69,1,213,12,NA,NA,14,335
2014,Wisconsin,Visual impairment,443,NA,NA,NA,NA,NA,NA,45,3,21,37,0,325,12,NA,NA,31,412
2015,Wisconsin,All Disabilities,104775,NA,NA,NA,NA,NA,NA,12414,1948,2513,15846,72,68670,3312,NA,NA,7076,97699
2015,Wisconsin,Autism,10402,NA,NA,NA,NA,NA,NA,906,163,322,742,10,7967,292,NA,NA,479,9923
2015,Wisconsin,Deaf-blindness,3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,2,0,NA,NA,1,2
2015,Wisconsin,Developmental delay,449,NA,NA,NA,NA,NA,NA,87,11,9,80,0,247,15,NA,NA,49,400
2015,Wisconsin,Emotional disturbance,12217,NA,NA,NA,NA,NA,NA,948,342,86,2298,7,7871,665,NA,NA,222,11995
2015,Wisconsin,Hearing impairment,1528,NA,NA,NA,NA,NA,NA,199,24,105,108,3,1042,47,NA,NA,144,1384
2015,Wisconsin,Intellectual disability,7917,NA,NA,NA,NA,NA,NA,914,128,262,1740,4,4705,164,NA,NA,565,7352
2015,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Wisconsin,Orthopedic impairment,770,NA,NA,NA,NA,NA,NA,72,13,32,89,0,550,14,NA,NA,40,730
2015,Wisconsin,Other health impairment,20859,NA,NA,NA,NA,NA,NA,2446,309,244,5066,12,12147,635,NA,NA,1011,19848
2015,Wisconsin,Specific learning disability,29077,NA,NA,NA,NA,NA,NA,4095,617,711,3943,16,18893,802,NA,NA,2614,26463
2015,Wisconsin,Speech or language impairment,20736,NA,NA,NA,NA,NA,NA,2658,332,718,1673,19,14686,650,NA,NA,1909,18827
2015,Wisconsin,Traumatic brain injury,358,NA,NA,NA,NA,NA,NA,42,6,7,66,1,220,16,NA,NA,17,341
2015,Wisconsin,Visual impairment,459,NA,NA,NA,NA,NA,NA,46,3,17,41,0,340,12,NA,NA,25,434
2016,Wisconsin,All Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Autism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Emotional disturbance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Hearing impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Intellectual disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Orthopedic impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Other health impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Specific learning disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Speech or language impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Traumatic brain injury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Wisconsin,Visual impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,All Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Autism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Emotional disturbance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Hearing impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Intellectual disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Orthopedic impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Other health impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Specific learning disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Speech or language impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Traumatic brain injury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Wisconsin,Visual impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,All Disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Autism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Developmental delay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Emotional disturbance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Hearing impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Intellectual disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Multiple disabilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Orthopedic impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Other health impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Specific learning disability,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Speech or language impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Traumatic brain injury,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Wisconsin,Visual impairment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Mental retardation,558,20,NA,NA,63,463,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Hearing impairments,154,NA,0,NA,12,132,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Speech or language impairments,2816,122,34,46,312,2302,2816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Visual impairments,55,NA,0,NA,NA,48,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Emotional disturbance,955,51,NA,NA,72,800,955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Orthopedic impairments,99,NA,NA,0,6,89,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Other health impairments,1417,53,9,22,114,1219,1417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Specific learning disabilities,4763,281,23,72,495,3892,4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Deaf-blindness,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Multiple disabilities,112,NA,0,NA,9,91,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Autism,235,NA,NA,NA,9,215,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Traumatic brain injury,63,7,NA,0,NA,49,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,Developmental delay,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Wyoming,All disabilities,11227,558,80,188,1101,9300,11227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Mental retardation,481,18,NA,NA,64,388,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Hearing impairments,151,NA,0,NA,12,130,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Speech or language impairments,2896,129,33,44,306,2384,2896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Visual impairments,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Emotional disturbance,905,49,NA,NA,73,751,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Orthopedic impairments,95,NA,0,NA,6,86,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Other health impairments,1580,59,8,28,111,1374,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Specific learning disabilities,4686,284,16,76,528,3782,4686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Deaf-blindness,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Multiple disabilities,96,7,NA,NA,9,77,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Autism,279,NA,NA,6,10,256,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Traumatic brain injury,73,7,NA,0,NA,59,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,Developmental delay,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Wyoming,All disabilities,11300,566,NA,NA,1128,9337,11300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Mental retardation,573,17,NA,NA,64,482,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Hearing impairments,162,NA,0,NA,20,132,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Speech or language impairments,3049,134,35,45,334,2501,3049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Visual impairments,58,NA,0,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Emotional disturbance,844,44,NA,NA,70,699,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Orthopedic impairments,93,NA,0,NA,8,82,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Other health impairments,1558,55,7,30,101,1365,1558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Specific learning disabilities,4524,271,NA,NA,542,3625,4438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Deaf-blindness,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Multiple disabilities,124,9,NA,NA,10,102,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Autism,349,NA,NA,8,13,320,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Traumatic brain injury,63,NA,NA,0,7,49,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,Developmental delay,15,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Wyoming,All disabilities,11412,552,67,198,1176,9419,11412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Mental retardation,583,27,NA,NA,67,475,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Hearing impairments,152,7,NA,NA,19,120,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Speech or language impairments,3122,132,33,49,336,2572,3122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Visual impairments,NA,0,0,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Emotional disturbance,840,49,NA,NA,74,694,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Orthopedic impairments,83,NA,0,0,NA,72,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Other health impairments,1671,63,10,36,125,1437,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Specific learning disabilities,4451,247,18,91,522,3573,4451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Deaf-blindness,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Multiple disabilities,135,NA,0,NA,11,113,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Autism,415,8,5,11,14,377,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Traumatic brain injury,70,NA,NA,0,7,58,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,Developmental delay,108,NA,NA,NA,8,93,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Wyoming,All disabilities,11684,550,NA,NA,1196,9630,11684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Wyoming,Mental retardation,559,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,0,447,79,NA,7,NA,NA
2009,Wyoming,Hearing impairments,148,NA,NA,NA,NA,NA,NA,0,5,NA,NA,0,116,25,148,7,NA,NA
2009,Wyoming,Speech or language impairments,3158,NA,NA,NA,NA,NA,NA,0,129,NA,34,NA,2517,449,3158,7,NA,NA
2009,Wyoming,Visual impairments,53,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,46,NA,53,7,NA,NA
2009,Wyoming,Emotional disturbance,800,NA,NA,NA,NA,NA,NA,0,36,NA,14,NA,656,92,800,7,NA,NA
2009,Wyoming,Orthopedic impairments,73,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,64,NA,73,7,NA,NA
2009,Wyoming,Other health impairments,1761,NA,NA,NA,NA,NA,NA,0,57,NA,33,NA,1478,184,1761,7,NA,NA
2009,Wyoming,Specific learning disabilities,4368,NA,NA,NA,NA,NA,NA,0,222,11,65,NA,3427,641,NA,7,NA,NA
2009,Wyoming,Deaf-blindness,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,7,NA,NA
2009,Wyoming,Multiple disabilities,136,NA,NA,NA,NA,NA,NA,0,7,NA,NA,0,111,13,136,7,NA,NA
2009,Wyoming,Autism,480,NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,428,30,480,7,NA,NA
2009,Wyoming,Traumatic brain injury,73,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,60,6,73,7,NA,NA
2009,Wyoming,Developmental delay,213,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,175,26,213,7,NA,NA
2009,Wyoming,All disabilities,11822,NA,NA,NA,NA,NA,NA,NA,507,55,169,8,9525,1558,11822,7,NA,NA
2010,Wyoming,Mental retardation,539,NA,NA,NA,NA,NA,NA,65,26,NA,NA,0,431,10,539,NA,NA,NA
2010,Wyoming,Hearing impairments,158,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,0,126,5,158,NA,NA,NA
2010,Wyoming,Speech or language impairments,3239,NA,NA,NA,NA,NA,NA,439,119,21,33,5,2580,42,3239,NA,NA,NA
2010,Wyoming,Visual impairments,NA,NA,NA,NA,NA,NA,NA,5,NA,0,NA,0,43,0,NA,NA,NA,NA
2010,Wyoming,Emotional disturbance,753,NA,NA,NA,NA,NA,NA,77,30,NA,22,NA,617,5,753,NA,NA,NA
2010,Wyoming,Orthopedic impairments,79,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,63,NA,79,NA,NA,NA
2010,Wyoming,Other health impairments,1813,NA,NA,NA,NA,NA,NA,169,62,NA,36,NA,1508,30,1813,NA,NA,NA
2010,Wyoming,Specific learning disabilities,4285,NA,NA,NA,NA,NA,NA,620,201,NA,68,NA,3342,41,4285,NA,NA,NA
2010,Wyoming,Deaf-blindness,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA
2010,Wyoming,Multiple disabilities,163,NA,NA,NA,NA,NA,NA,17,9,NA,5,0,130,NA,163,NA,NA,NA
2010,Wyoming,Autism,555,NA,NA,NA,NA,NA,NA,37,12,NA,5,NA,487,8,555,NA,NA,NA
2010,Wyoming,Traumatic brain injury,69,NA,NA,NA,NA,NA,NA,5,6,NA,0,0,56,NA,69,NA,NA,NA
2010,Wyoming,Developmental delay,243,NA,NA,NA,NA,NA,NA,28,10,0,NA,0,199,NA,243,NA,NA,NA
2010,Wyoming,All disabilities,11950,NA,NA,NA,NA,NA,NA,1496,484,49,181,12,9582,146,11950,NA,NA,NA
2011,Wyoming,Intellectual disabilities,526,NA,NA,NA,NA,NA,NA,63,25,NA,NA,NA,416,14,526,NA,NA,NA
2011,Wyoming,Hearing impairments,151,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,0,115,5,151,NA,NA,NA
2011,Wyoming,Speech or language impairments,3087,NA,NA,NA,NA,NA,NA,437,119,NA,23,NA,2438,49,3087,NA,NA,NA
2011,Wyoming,Visual impairments,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA
2011,Wyoming,Emotional disturbance,717,NA,NA,NA,NA,NA,NA,69,19,NA,21,NA,590,14,717,NA,NA,NA
2011,Wyoming,Orthopedic impairments,70,NA,NA,NA,NA,NA,NA,7,NA,NA,0,0,57,NA,70,NA,NA,NA
2011,Wyoming,Other health impairments,1862,NA,NA,NA,NA,NA,NA,164,69,5,42,0,1553,29,1862,NA,NA,NA
