year,state,disability,total_6to21,aian,api,black,hisp,white,total_ethnicity,tworace,el_yes,el_no
2013,Republic Of The Marshall Islands,All disabilities,673,0,673,0,0,0,673,0,673,0
2013,Republic Of The Marshall Islands,Aut,7,0,7,0,0,0,7,0,7,0
2013,Republic Of The Marshall Islands,DB,2,0,2,0,0,0,2,0,2,0
2013,Republic Of The Marshall Islands,DD,6,0,6,0,0,0,6,0,6,0
2013,Republic Of The Marshall Islands,ED,7,0,7,0,0,0,7,0,7,0
2013,Republic Of The Marshall Islands,HI,54,0,54,0,0,0,54,0,54,0
2013,Republic Of The Marshall Islands,ID,3,0,3,0,0,0,3,0,3,0
2013,Republic Of The Marshall Islands,MI,10,0,10,0,0,0,10,0,10,0
2013,Republic Of The Marshall Islands,OI,7,0,7,0,0,0,7,0,7,0
2013,Republic Of The Marshall Islands,OHI,3,0,3,0,0,0,3,0,3,0
2013,Republic Of The Marshall Islands,SLD,520,0,520,0,0,0,520,0,520,0
2013,Republic Of The Marshall Islands,SLI,33,0,33,0,0,0,33,0,33,0
2013,Republic Of The Marshall Islands,TBI,3,0,3,0,0,0,3,0,3,0
2013,Republic Of The Marshall Islands,VI,18,0,18,0,0,0,18,0,18,0
2014,Republic Of The Marshall Islands,All disabilities,703,0,703,0,0,0,703,0,NA,NA
2014,Republic Of The Marshall Islands,Aut,5,0,5,0,0,0,5,0,NA,NA
2014,Republic Of The Marshall Islands,DB,2,0,2,0,0,0,2,0,NA,NA
2014,Republic Of The Marshall Islands,DD,15,0,15,0,0,0,15,0,NA,NA
2014,Republic Of The Marshall Islands,ED,8,0,8,0,0,0,8,0,NA,NA
2014,Republic Of The Marshall Islands,HI,63,0,63,0,0,0,63,0,NA,NA
2014,Republic Of The Marshall Islands,ID,3,0,3,0,0,0,3,0,NA,NA
2014,Republic Of The Marshall Islands,MI,9,0,9,0,0,0,9,0,NA,NA
2014,Republic Of The Marshall Islands,OI,6,0,6,0,0,0,6,0,NA,NA
2014,Republic Of The Marshall Islands,OHI,3,0,3,0,0,0,3,0,NA,NA
2014,Republic Of The Marshall Islands,SLD,541,0,541,0,0,0,541,0,NA,NA
2014,Republic Of The Marshall Islands,SLI,28,0,28,0,0,0,28,0,NA,NA
2014,Republic Of The Marshall Islands,TBI,3,0,3,0,0,0,3,0,NA,NA
2014,Republic Of The Marshall Islands,VI,17,0,17,0,0,0,17,0,NA,NA
2015,Republic Of The Marshall Islands,All disabilities,768,0,768,0,0,0,768,0,768,0
2015,Republic Of The Marshall Islands,Aut,5,0,5,0,0,0,5,0,5,0
2015,Republic Of The Marshall Islands,DB,2,0,2,0,0,0,2,0,2,0
2015,Republic Of The Marshall Islands,DD,29,0,29,0,0,0,29,0,29,0
2015,Republic Of The Marshall Islands,ED,9,0,9,0,0,0,9,0,9,0
2015,Republic Of The Marshall Islands,HI,62,0,62,0,0,0,62,0,62,0
2015,Republic Of The Marshall Islands,ID,12,0,12,0,0,0,12,0,12,0
2015,Republic Of The Marshall Islands,MI,5,0,5,0,0,0,5,0,5,0
2015,Republic Of The Marshall Islands,OI,12,0,12,0,0,0,12,0,12,0
2015,Republic Of The Marshall Islands,OHI,3,0,3,0,0,0,3,0,3,0
2015,Republic Of The Marshall Islands,SLD,578,0,578,0,0,0,578,0,578,0
2015,Republic Of The Marshall Islands,SLI,31,0,31,0,0,0,31,0,31,0
2015,Republic Of The Marshall Islands,TBI,3,0,3,0,0,0,3,0,3,0
2015,Republic Of The Marshall Islands,VI,17,0,17,0,0,0,17,0,17,0
2016,Republic Of The Marshall Islands,All disabilities,639,0,639,0,0,0,639,0,639,0
2016,Republic Of The Marshall Islands,Aut,4,0,4,0,0,0,4,0,4,0
2016,Republic Of The Marshall Islands,DB,1,0,1,0,0,0,1,0,1,0
2016,Republic Of The Marshall Islands,DD,27,0,27,0,0,0,27,0,27,0
2016,Republic Of The Marshall Islands,ED,5,0,5,0,0,0,5,0,5,0
2016,Republic Of The Marshall Islands,HI,62,0,62,0,0,0,62,0,62,0
2016,Republic Of The Marshall Islands,ID,0,0,0,0,0,0,0,0,0,0
2016,Republic Of The Marshall Islands,MI,10,0,10,0,0,0,10,0,10,0
2016,Republic Of The Marshall Islands,OI,10,0,10,0,0,0,10,0,10,0
2016,Republic Of The Marshall Islands,OHI,3,0,3,0,0,0,3,0,3,0
2016,Republic Of The Marshall Islands,SLD,476,0,476,0,0,0,476,0,476,0
2016,Republic Of The Marshall Islands,SLI,27,0,27,0,0,0,27,0,27,0
2016,Republic Of The Marshall Islands,TBI,0,0,0,0,0,0,0,0,0,0
2016,Republic Of The Marshall Islands,VI,14,0,14,0,0,0,14,0,14,0
2017,Republic Of The Marshall Islands,All disabilities,581,0,581,0,0,0,581,0,581,0
2017,Republic Of The Marshall Islands,Aut,6,0,6,0,0,0,6,0,6,0
2017,Republic Of The Marshall Islands,DB,1,0,1,0,0,0,1,0,1,0
2017,Republic Of The Marshall Islands,DD,31,0,31,0,0,0,31,0,31,0
2017,Republic Of The Marshall Islands,ED,1,0,1,0,0,0,1,0,1,0
2017,Republic Of The Marshall Islands,HI,54,0,54,0,0,0,54,0,54,0
2017,Republic Of The Marshall Islands,ID,0,0,0,0,0,0,0,0,0,0
2017,Republic Of The Marshall Islands,MI,9,0,9,0,0,0,9,0,9,0
2017,Republic Of The Marshall Islands,OI,7,0,7,0,0,0,7,0,7,0
2017,Republic Of The Marshall Islands,OHI,2,0,2,0,0,0,2,0,2,0
2017,Republic Of The Marshall Islands,SLD,426,0,426,0,0,0,426,0,426,0
2017,Republic Of The Marshall Islands,SLI,28,0,28,0,0,0,28,0,28,0
2017,Republic Of The Marshall Islands,TBI,0,0,0,0,0,0,0,0,0,0
2017,Republic Of The Marshall Islands,VI,16,0,16,0,0,0,16,0,16,0
2018,Republic Of The Marshall Islands,All disabilities,594,0,594,0,0,0,594,0,594,0
2018,Republic Of The Marshall Islands,Aut,7,0,7,0,0,0,7,0,7,0
2018,Republic Of The Marshall Islands,DB,1,0,1,0,0,0,1,0,1,0
2018,Republic Of The Marshall Islands,DD,28,0,28,0,0,0,28,0,28,0
2018,Republic Of The Marshall Islands,ED,2,0,2,0,0,0,2,0,2,0
2018,Republic Of The Marshall Islands,HI,53,0,53,0,0,0,53,0,53,0
2018,Republic Of The Marshall Islands,ID,0,0,0,0,0,0,0,0,0,0
2018,Republic Of The Marshall Islands,MI,12,0,12,0,0,0,12,0,12,0
2018,Republic Of The Marshall Islands,OI,6,0,6,0,0,0,6,0,6,0
2018,Republic Of The Marshall Islands,OHI,1,0,1,0,0,0,1,0,1,0
2018,Republic Of The Marshall Islands,SLD,439,0,439,0,0,0,439,0,439,0
2018,Republic Of The Marshall Islands,SLI,29,0,29,0,0,0,29,0,29,0
2018,Republic Of The Marshall Islands,TBI,0,0,0,0,0,0,0,0,0,0
2018,Republic Of The Marshall Islands,VI,16,0,16,0,0,0,16,0,16,0
2005,Rhode Island,ID,1202,11,33,151,324,683,1202,NA,NA,NA
2005,Rhode Island,HI,211,0,5,17,41,148,211,NA,NA,NA
2005,Rhode Island,SLI,5293,29,97,313,783,4071,5293,NA,NA,NA
2005,Rhode Island,VI,72,0,NA,NA,NA,61,72,NA,NA,NA
2005,Rhode Island,ED,3013,46,20,433,454,2060,3013,NA,NA,NA
2005,Rhode Island,OI,91,NA,0,NA,9,75,91,NA,NA,NA
2005,Rhode Island,OHI,4266,37,30,193,294,3712,4266,NA,NA,NA
2005,Rhode Island,SLD,12572,103,197,1184,2530,8558,12572,NA,NA,NA
2005,Rhode Island,DB,NA,0,0,0,0,NA,NA,NA,NA,NA
2005,Rhode Island,MI,270,NA,NA,7,31,224,270,NA,NA,NA
2005,Rhode Island,Aut,810,NA,NA,34,32,733,810,NA,NA,NA
2005,Rhode Island,TBI,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2005,Rhode Island,DD,0,0,0,0,0,0,0,NA,NA,NA
2005,Rhode Island,All disabilities,27866,234,401,2340,4511,20380,27866,NA,NA,NA
2006,Rhode Island,ID,1182,11,27,149,331,664,1182,NA,NA,NA
2006,Rhode Island,HI,208,0,6,15,37,150,208,NA,NA,NA
2006,Rhode Island,SLI,5174,31,101,329,791,3922,5174,NA,NA,NA
2006,Rhode Island,VI,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2006,Rhode Island,ED,2917,35,17,443,472,1950,2917,NA,NA,NA
2006,Rhode Island,OI,83,NA,NA,5,NA,69,83,NA,NA,NA
2006,Rhode Island,OHI,4432,43,30,207,336,3816,4432,NA,NA,NA
2006,Rhode Island,SLD,11835,103,175,1171,2555,7831,11835,NA,NA,NA
2006,Rhode Island,DB,NA,0,0,0,0,NA,NA,NA,NA,NA
2006,Rhode Island,MI,282,NA,NA,11,38,225,282,NA,NA,NA
2006,Rhode Island,Aut,1018,NA,NA,49,54,899,1018,NA,NA,NA
2006,Rhode Island,TBI,67,0,NA,NA,11,54,67,NA,NA,NA
2006,Rhode Island,DD,0,0,0,0,0,0,0,NA,NA,NA
2006,Rhode Island,All disabilities,27261,231,382,2383,4633,19632,27261,NA,NA,NA
2007,Rhode Island,ID,1110,7,26,155,312,610,1110,NA,NA,NA
2007,Rhode Island,HI,196,NA,NA,14,34,138,186,NA,NA,NA
2007,Rhode Island,SLI,4982,39,109,367,826,3641,4982,NA,NA,NA
2007,Rhode Island,VI,NA,0,NA,NA,8,NA,8,NA,NA,NA
2007,Rhode Island,ED,2757,47,25,470,500,1715,2757,NA,NA,NA
2007,Rhode Island,OI,81,NA,NA,7,5,64,76,NA,NA,NA
2007,Rhode Island,OHI,4375,42,28,260,386,3659,4375,NA,NA,NA
2007,Rhode Island,SLD,10957,123,155,1203,2491,6985,10957,NA,NA,NA
2007,Rhode Island,DB,NA,NA,0,0,0,NA,0,NA,NA,NA
2007,Rhode Island,MI,301,NA,NA,14,49,228,291,NA,NA,NA
2007,Rhode Island,Aut,1184,5,24,62,72,1021,1184,NA,NA,NA
2007,Rhode Island,TBI,65,0,NA,NA,10,51,61,NA,NA,NA
2007,Rhode Island,DD,0,0,0,0,0,0,0,NA,NA,NA
2007,Rhode Island,All disabilities,26066,270,390,2557,4693,18156,26066,NA,NA,NA
2008,Rhode Island,ID,1014,9,25,132,271,577,1014,NA,NA,NA
2008,Rhode Island,HI,176,NA,NA,13,34,117,176,NA,NA,NA
2008,Rhode Island,SLI,4207,31,86,329,758,3003,4207,NA,NA,NA
2008,Rhode Island,VI,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2008,Rhode Island,ED,2587,34,27,447,483,1596,2587,NA,NA,NA
2008,Rhode Island,OI,72,5,NA,5,NA,56,72,NA,NA,NA
2008,Rhode Island,OHI,4230,41,31,270,393,3495,4230,NA,NA,NA
2008,Rhode Island,SLD,10277,115,151,1128,2352,6531,10277,NA,NA,NA
2008,Rhode Island,DB,NA,0,0,NA,0,NA,NA,NA,NA,NA
2008,Rhode Island,MI,287,NA,NA,17,48,208,287,NA,NA,NA
2008,Rhode Island,Aut,1327,6,30,69,90,1132,1327,NA,NA,NA
2008,Rhode Island,TBI,64,0,NA,NA,11,49,64,NA,NA,NA
2008,Rhode Island,DD,363,6,5,31,80,241,363,NA,NA,NA
2008,Rhode Island,All disabilities,24666,253,383,2445,4534,17051,24666,NA,NA,NA
2009,Rhode Island,ID,948,11,23,123,264,527,948,NA,NA,NA
2009,Rhode Island,HI,161,NA,NA,14,31,106,161,NA,NA,NA
2009,Rhode Island,SLI,3640,21,81,291,729,2518,3640,NA,NA,NA
2009,Rhode Island,VI,63,0,NA,NA,NA,45,63,NA,NA,NA
2009,Rhode Island,ED,2397,32,23,406,464,1472,2397,NA,NA,NA
2009,Rhode Island,OI,72,5,NA,6,NA,54,72,NA,NA,NA
2009,Rhode Island,OHI,3929,45,33,270,398,3183,3929,NA,NA,NA
2009,Rhode Island,SLD,9633,114,140,1101,2313,5965,9633,NA,NA,NA
2009,Rhode Island,DB,NA,0,0,NA,0,NA,NA,NA,NA,NA
2009,Rhode Island,MI,284,NA,NA,15,51,202,284,NA,NA,NA
2009,Rhode Island,Aut,1421,6,35,79,107,1194,1421,NA,NA,NA
2009,Rhode Island,TBI,NA,0,NA,NA,11,NA,NA,NA,NA,NA
2009,Rhode Island,DD,817,14,13,73,187,530,817,NA,NA,NA
2009,Rhode Island,All disabilities,23429,254,378,2386,4570,15841,23429,NA,NA,NA
2010,Rhode Island,ID,885,NA,18,103,243,484,885,27,NA,NA
2010,Rhode Island,HI,148,NA,5,10,40,90,148,NA,NA,NA
2010,Rhode Island,SLI,3216,NA,71,247,693,2095,3216,84,NA,NA
2010,Rhode Island,VI,64,NA,5,NA,11,NA,64,NA,NA,NA
2010,Rhode Island,ED,2239,46,21,352,435,1330,2239,55,NA,NA
2010,Rhode Island,OI,75,NA,0,7,NA,56,75,0,NA,NA
2010,Rhode Island,OHI,3576,33,NA,256,486,2703,3576,73,NA,NA
2010,Rhode Island,SLD,9111,106,129,999,2397,5273,9111,207,NA,NA
2010,Rhode Island,DB,5,0,0,NA,NA,NA,NA,0,NA,NA
2010,Rhode Island,MI,325,6,8,13,59,234,325,5,NA,NA
2010,Rhode Island,Aut,1606,NA,33,88,154,1287,1606,31,NA,NA
2010,Rhode Island,TBI,64,NA,NA,NA,14,42,NA,0,NA,NA
2010,Rhode Island,DD,1073,NA,17,93,281,633,1073,35,NA,NA
2010,Rhode Island,All disabilities,22387,254,345,2176,4821,14272,22387,519,NA,NA
2011,Rhode Island,ID,848,NA,15,109,220,472,NA,21,NA,NA
2011,Rhode Island,HI,148,NA,5,12,38,90,148,NA,NA,NA
2011,Rhode Island,SLI,3061,NA,71,224,722,1939,3061,81,NA,NA
2011,Rhode Island,VI,56,0,0,NA,9,38,56,NA,NA,NA
2011,Rhode Island,ED,2126,35,21,334,421,1249,2126,66,NA,NA
2011,Rhode Island,OI,64,NA,0,5,7,45,64,NA,NA,NA
2011,Rhode Island,OHI,3527,34,NA,278,547,2552,3527,90,NA,NA
2011,Rhode Island,SLD,8605,94,123,939,2374,4863,8605,212,NA,NA
2011,Rhode Island,DB,NA,0,0,0,0,NA,NA,0,NA,NA
2011,Rhode Island,MI,343,NA,10,16,61,247,343,NA,NA,NA
2011,Rhode Island,Aut,1822,NA,36,99,194,1444,1822,37,NA,NA
2011,Rhode Island,TBI,NA,0,NA,NA,10,NA,NA,0,NA,NA
2011,Rhode Island,DD,1183,NA,21,113,312,679,1183,35,NA,NA
2011,Rhode Island,All disabilities,21842,237,345,2137,4915,13659,21842,549,NA,NA
2012,Rhode Island,All disabilities,21255,237,349,2046,5024,12995,21255,604,1098,20157
2012,Rhode Island,Aut,1911,13,38,107,210,1492,1911,51,NA,NA
2012,Rhode Island,DB,6,0,0,0,2,4,6,0,NA,NA
2012,Rhode Island,DD,1129,22,22,110,279,651,1129,45,NA,NA
2012,Rhode Island,ED,2024,29,21,307,422,1164,2024,81,NA,NA
2012,Rhode Island,HI,140,1,4,12,36,86,140,1,NA,NA
2012,Rhode Island,ID,797,7,21,99,211,439,797,20,NA,NA
2012,Rhode Island,MI,348,3,11,18,73,241,348,2,NA,NA
2012,Rhode Island,OI,74,2,2,5,6,58,74,1,NA,NA
2012,Rhode Island,OHI,3458,36,29,279,623,2402,3458,89,NA,NA
2012,Rhode Island,SLD,8290,98,122,896,2344,4612,8290,218,NA,NA
2012,Rhode Island,SLI,2966,26,73,207,796,1769,2966,95,NA,NA
2012,Rhode Island,TBI,55,0,2,2,12,39,55,0,NA,NA
2012,Rhode Island,VI,57,0,4,4,10,38,57,1,NA,NA
2013,Rhode Island,All disabilities,20496,226,344,1882,5039,12335,20496,670,1063,19433
2013,Rhode Island,Aut,1998,10,34,114,256,1522,1998,62,24,1974
2013,Rhode Island,DB,6,0,0,0,2,4,6,0,0,6
2013,Rhode Island,DD,1129,15,29,93,274,674,1129,44,82,1047
2013,Rhode Island,ED,1787,30,24,244,383,1017,1787,89,20,1767
2013,Rhode Island,HI,128,2,2,13,36,74,128,1,3,125
2013,Rhode Island,ID,780,6,19,87,202,447,780,19,29,751
2013,Rhode Island,MI,359,4,11,19,80,240,359,5,3,356
2013,Rhode Island,OI,71,3,2,5,9,51,71,1,0,71
2013,Rhode Island,OHI,3375,37,29,280,641,2284,3375,104,103,3272
2013,Rhode Island,SLD,7950,97,115,837,2322,4332,7950,247,500,7450
2013,Rhode Island,SLI,2796,22,74,185,809,1609,2796,97,297,2499
2013,Rhode Island,TBI,61,0,1,2,14,44,61,0,0,61
2013,Rhode Island,VI,56,0,4,3,11,37,56,1,2,54
2014,Rhode Island,All disabilities,20418,238,342,1861,5225,12004,20418,748,821,19597
2014,Rhode Island,Aut,2065,14,30,112,274,1567,2065,68,33,2032
2014,Rhode Island,DB,5,0,0,0,2,3,5,0,0,5
2014,Rhode Island,DD,1144,12,30,109,290,641,1144,62,53,1091
2014,Rhode Island,ED,1728,24,21,211,370,998,1728,104,19,1709
2014,Rhode Island,HI,139,1,0,14,45,78,139,1,8,131
2014,Rhode Island,ID,780,7,14,81,215,442,780,21,32,748
2014,Rhode Island,MI,352,3,16,23,79,225,352,6,7,345
2014,Rhode Island,OI,63,3,2,6,10,41,63,1,0,63
2014,Rhode Island,OHI,3402,44,33,271,686,2240,3402,128,81,3321
2014,Rhode Island,SLD,7803,105,115,826,2396,4108,7803,253,392,7411
2014,Rhode Island,SLI,2829,25,76,199,836,1591,2829,102,194,2635
2014,Rhode Island,TBI,56,0,2,2,12,39,56,1,1,55
2014,Rhode Island,VI,52,0,3,7,10,31,52,1,1,51
2015,Rhode Island,All disabilities,20493,236,347,1910,5331,11891,20493,778,1809,18684
2015,Rhode Island,Aut,2131,13,34,127,295,1587,2131,75,51,2080
2015,Rhode Island,DB,2,0,0,1,0,1,2,0,0,2
2015,Rhode Island,DD,1256,17,37,123,307,706,1256,66,135,1121
2015,Rhode Island,ED,1629,20,16,199,350,960,1629,84,43,1586
2015,Rhode Island,HI,143,0,0,17,50,74,143,2,22,121
2015,Rhode Island,ID,770,4,14,88,218,424,770,22,53,717
2015,Rhode Island,MI,368,5,13,26,84,236,368,4,11,357
2015,Rhode Island,OI,54,3,2,2,10,36,54,1,0,54
2015,Rhode Island,OHI,3537,41,36,295,748,2270,3537,147,175,3362
2015,Rhode Island,SLD,7653,102,115,791,2394,3977,7653,274,878,6775
2015,Rhode Island,SLI,2831,31,74,231,852,1544,2831,99,437,2394
2015,Rhode Island,TBI,64,0,2,3,12,46,64,1,0,64
2015,Rhode Island,VI,55,0,4,7,11,30,55,3,4,51
2016,Rhode Island,All disabilities,20271,251,363,1873,5392,11541,20271,851,1934,18337
2016,Rhode Island,Aut,2175,13,51,131,325,1575,2175,80,56,2119
2016,Rhode Island,DB,6,0,0,1,1,4,6,0,0,6
2016,Rhode Island,DD,1287,21,39,126,322,716,1287,63,143,1144
2016,Rhode Island,ED,1574,23,14,202,333,904,1574,98,46,1528
2016,Rhode Island,HI,142,2,2,15,45,75,142,3,20,122
2016,Rhode Island,ID,824,9,14,91,228,453,824,29,68,756
2016,Rhode Island,MI,385,5,12,25,88,246,385,9,13,372
2016,Rhode Island,OI,50,3,2,4,8,33,50,0,1,49
2016,Rhode Island,OHI,3547,47,40,285,806,2201,3547,168,220,3327
2016,Rhode Island,SLD,7430,96,107,763,2364,3807,7430,293,931,6499
2016,Rhode Island,SLI,2736,32,77,220,848,1455,2736,104,429,2307
2016,Rhode Island,TBI,56,0,2,2,12,39,56,1,2,54
2016,Rhode Island,VI,59,0,3,8,12,33,59,3,5,54
2017,Rhode Island,All disabilities,20580,250,379,1927,5559,11572,20580,893,2099,18481
2017,Rhode Island,Aut,2268,17,59,137,352,1622,2268,81,64,2204
2017,Rhode Island,DB,3,0,0,1,1,1,3,0,1,2
2017,Rhode Island,DD,1349,26,37,137,350,727,1349,72,186,1163
2017,Rhode Island,ED,1618,26,10,219,336,903,1618,124,43,1575
2017,Rhode Island,HI,139,2,2,15,44,73,139,3,18,121
2017,Rhode Island,ID,850,11,21,101,223,469,850,25,112,738
2017,Rhode Island,MI,378,3,13,28,83,241,378,10,16,362
2017,Rhode Island,OI,46,1,2,5,8,29,46,1,3,43
2017,Rhode Island,OHI,3632,37,39,301,856,2244,3632,155,236,3396
2017,Rhode Island,SLD,7445,101,107,769,2447,3710,7445,311,969,6476
2017,Rhode Island,SLI,2745,25,84,207,833,1488,2745,108,442,2303
2017,Rhode Island,TBI,50,1,2,2,13,31,50,1,3,47
2017,Rhode Island,VI,57,0,3,5,13,34,57,2,6,51
2018,Rhode Island,All disabilities,20935,261,409,2016,5743,11544,20935,962,2241,18694
2018,Rhode Island,Aut,2379,19,74,164,373,1656,2379,93,84,2295
2018,Rhode Island,DB,4,0,0,1,2,1,4,0,1,3
2018,Rhode Island,DD,1400,26,33,149,380,742,1400,70,202,1198
2018,Rhode Island,ED,1615,25,10,210,333,907,1615,130,48,1567
2018,Rhode Island,HI,135,2,2,17,43,69,135,2,21,114
2018,Rhode Island,ID,872,12,23,102,247,462,872,26,128,744
2018,Rhode Island,MI,375,2,14,26,85,236,375,12,19,356
2018,Rhode Island,OI,42,0,2,5,6,27,42,2,4,38
2018,Rhode Island,OHI,3861,42,47,320,982,2284,3861,186,258,3603
2018,Rhode Island,SLD,7582,112,112,827,2541,3656,7582,334,1061,6521
2018,Rhode Island,SLI,2578,20,85,187,731,1451,2578,104,404,2174
2018,Rhode Island,TBI,45,1,3,2,10,28,45,1,5,40
2018,Rhode Island,VI,47,0,4,6,10,25,47,2,6,41
2005,South Carolina,ID,12693,29,49,8657,174,3784,12693,NA,NA,NA
2005,South Carolina,HI,1084,NA,NA,479,40,545,1084,NA,NA,NA
2005,South Carolina,SLI,21196,44,149,8045,465,12493,21196,NA,NA,NA
2005,South Carolina,VI,382,0,NA,151,NA,222,382,NA,NA,NA
2005,South Carolina,ED,5258,7,13,3009,54,2175,5258,NA,NA,NA
2005,South Carolina,OI,779,NA,NA,256,19,500,779,NA,NA,NA
2005,South Carolina,OHI,7281,18,19,2500,90,4654,7281,NA,NA,NA
2005,South Carolina,SLD,47708,119,137,21499,1287,24666,47708,NA,NA,NA
2005,South Carolina,DB,5,0,0,0,0,5,5,NA,NA,NA
2005,South Carolina,MI,348,0,NA,NA,NA,208,348,NA,NA,NA
2005,South Carolina,Aut,1733,NA,NA,757,47,906,1733,NA,NA,NA
2005,South Carolina,TBI,149,0,0,NA,NA,85,149,NA,NA,NA
2005,South Carolina,DD,0,0,0,0,0,0,0,NA,NA,NA
2005,South Carolina,All disabilities,98616,221,415,45544,2193,50243,98616,NA,NA,NA
2006,South Carolina,ID,11110,26,49,7462,162,3411,11110,NA,NA,NA
2006,South Carolina,HI,1029,0,16,462,46,505,1029,NA,NA,NA
2006,South Carolina,SLI,19708,42,151,7383,561,11571,19708,NA,NA,NA
2006,South Carolina,VI,390,NA,NA,142,10,232,390,NA,NA,NA
2006,South Carolina,ED,4703,7,8,2657,55,1976,4703,NA,NA,NA
2006,South Carolina,OI,743,NA,NA,252,21,461,743,NA,NA,NA
2006,South Carolina,OHI,7507,19,24,2584,100,4780,7507,NA,NA,NA
2006,South Carolina,SLD,45768,123,146,20684,1450,23365,45768,NA,NA,NA
2006,South Carolina,DB,NA,0,0,NA,0,NA,NA,NA,NA,NA
2006,South Carolina,MI,374,0,NA,127,NA,230,374,NA,NA,NA
2006,South Carolina,Aut,1977,NA,NA,837,48,1058,1977,NA,NA,NA
2006,South Carolina,TBI,158,0,0,NA,NA,NA,158,NA,NA,NA
2006,South Carolina,DD,NA,0,0,NA,0,NA,NA,NA,NA,NA
2006,South Carolina,All disabilities,93489,224,437,42660,2472,47696,93489,NA,NA,NA
2007,South Carolina,ID,10388,26,51,6803,217,3291,10388,NA,NA,NA
2007,South Carolina,HI,1042,NA,NA,444,54,524,1022,NA,NA,NA
2007,South Carolina,SLI,19261,34,173,7048,623,11383,19261,NA,NA,NA
2007,South Carolina,VI,433,NA,NA,164,11,248,423,NA,NA,NA
2007,South Carolina,ED,4199,11,8,2319,51,1810,4199,NA,NA,NA
2007,South Carolina,OI,730,NA,NA,245,23,452,720,NA,NA,NA
2007,South Carolina,OHI,8364,21,19,2865,143,5316,8364,NA,NA,NA
2007,South Carolina,SLD,45587,127,137,20514,1699,23110,45587,NA,NA,NA
2007,South Carolina,DB,6,0,0,NA,0,NA,0,NA,NA,NA
2007,South Carolina,MI,436,0,NA,122,NA,293,415,NA,NA,NA
2007,South Carolina,Aut,2337,NA,NA,943,60,1293,2296,NA,NA,NA
2007,South Carolina,TBI,184,0,0,NA,NA,NA,0,NA,NA,NA
2007,South Carolina,DD,292,NA,0,153,NA,119,272,NA,NA,NA
2007,South Carolina,All disabilities,93259,228,463,41693,2924,47951,93259,NA,NA,NA
2008,South Carolina,ID,9341,28,48,6002,210,3053,9341,NA,NA,NA
2008,South Carolina,HI,1023,NA,NA,440,58,500,1023,NA,NA,NA
2008,South Carolina,SLI,18007,35,159,6411,652,10750,18007,NA,NA,NA
2008,South Carolina,VI,412,NA,NA,143,14,245,412,NA,NA,NA
2008,South Carolina,ED,3818,7,9,2083,49,1670,3818,NA,NA,NA
2008,South Carolina,OI,699,NA,NA,236,29,425,699,NA,NA,NA
2008,South Carolina,OHI,8811,15,20,3020,167,5589,8811,NA,NA,NA
2008,South Carolina,SLD,44296,135,150,19797,1814,22400,44296,NA,NA,NA
2008,South Carolina,DB,NA,0,0,NA,0,NA,NA,NA,NA,NA
2008,South Carolina,MI,468,0,NA,123,NA,322,468,NA,NA,NA
2008,South Carolina,Aut,2612,NA,NA,1010,83,1472,2612,NA,NA,NA
2008,South Carolina,TBI,NA,0,0,NA,NA,NA,NA,NA,NA,NA
2008,South Carolina,DD,1458,NA,NA,769,84,595,1458,NA,NA,NA
2008,South Carolina,All disabilities,91133,232,476,40104,3190,47131,91133,NA,NA,NA
2009,South Carolina,ID,8564,21,43,5470,214,2816,8564,NA,NA,NA
2009,South Carolina,HI,1022,NA,NA,435,57,504,1022,NA,NA,NA
2009,South Carolina,SLI,16975,27,161,5876,717,10194,16975,NA,NA,NA
2009,South Carolina,VI,403,NA,NA,144,NA,233,403,NA,NA,NA
2009,South Carolina,ED,3613,9,NA,1950,54,1592,NA,NA,NA,NA
2009,South Carolina,OI,662,NA,NA,218,28,407,662,NA,NA,NA
2009,South Carolina,OHI,9359,20,26,3221,195,5897,9359,NA,NA,NA
2009,South Carolina,SLD,43334,142,152,19514,1941,21585,43334,NA,NA,NA
2009,South Carolina,DB,NA,0,0,0,0,NA,NA,NA,NA,NA
2009,South Carolina,MI,542,NA,NA,154,27,358,542,NA,NA,NA
2009,South Carolina,Aut,2900,NA,NA,1111,98,1638,2900,NA,NA,NA
2009,South Carolina,TBI,NA,0,0,69,NA,NA,NA,NA,NA,NA
2009,South Carolina,DD,2608,NA,NA,1326,139,1121,2608,NA,NA,NA
2009,South Carolina,All disabilities,90161,232,500,39488,3496,46445,90161,NA,NA,NA
2010,South Carolina,ID,7922,NA,55,4991,228,2539,7922,86,NA,NA
2010,South Carolina,HI,1041,NA,24,431,65,500,1041,NA,NA,NA
2010,South Carolina,SLI,16109,39,163,5424,791,9282,16109,410,NA,NA
2010,South Carolina,VI,390,0,0,125,19,231,390,NA,NA,NA
2010,South Carolina,ED,3260,12,NA,1738,62,1347,NA,95,NA,NA
2010,South Carolina,OI,624,NA,0,205,26,374,624,9,NA,NA
2010,South Carolina,OHI,9872,NA,31,3403,223,5984,9872,207,NA,NA
2010,South Carolina,SLD,42419,168,147,19016,2186,20117,42419,785,NA,NA
2010,South Carolina,DB,NA,0,0,0,0,NA,NA,0,NA,NA
2010,South Carolina,MI,600,NA,NA,168,37,377,600,10,NA,NA
